pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,run
LINK/USDT,10.6685,10.6685,0.95,2025-10-10 21:20:00+00:00,2025-10-20 06:25:00+00:00,11.23,18.34,0.001,0.001,13505,0.6298625684200039,6.7264085,exit_signal,0.12,-0.99,0.12,-0.99,7.9,20.19,False,,1.0,False,1760131200000,1760941500000,"[{'amount': 0.95, 'safe_price': 11.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.6791685}, {'amount': 0.95, 'safe_price': 18.34, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760941500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 17.440422999999996}]",0.0,0,baseline_train
XRP/USDT,10.7688,10.7688,6.0,2025-10-10 21:20:00+00:00,2025-10-20 19:50:00+00:00,1.7948,2.5471,0.001,0.001,14310,0.41631986244199304,4.4877486,exit_signal,0.018,-0.99,0.018,-0.99,1.2543,2.646,False,,1.0,False,1760131200000,1760989800000,"[{'amount': 6.0, 'safe_price': 1.7948, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.779568799999998}, {'amount': 6.0, 'safe_price': 2.5471, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760989800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.297882599999998}]",0.0,0,baseline_train
ADA/USDT,10.76532,10.76532,31.7,2025-10-10 21:20:00+00:00,2025-10-23 07:00:00+00:00,0.3396,0.6427,0.001,0.001,17860,0.8887393525202713,9.57713109,exit_signal,0.0034,-0.99,0.0034,-0.99,0.2737,0.736,False,,1.0,False,1760131200000,1761202800000,"[{'amount': 31.7, 'safe_price': 0.3396, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.77608532}, {'amount': 31.7, 'safe_price': 0.6427, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761202800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 20.39396359}]",0.0,3,baseline_train
SOL/USDT,10.65426,10.65426,0.061,2025-10-10 21:25:00+00:00,2025-10-23 07:00:00+00:00,174.66,187.44,0.001,0.001,17855,0.07102653444116859,0.7574919,exit_signal,1.75,-0.99,1.75,-0.99,168.79,211.25,False,,1.0,False,1760131500000,1761202800000,"[{'amount': 0.061, 'safe_price': 174.66, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760131500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 10.664914259999998}, {'amount': 0.061, 'safe_price': 187.44, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761202800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 11.445273839999999}]",0.0,3,baseline_train
BNB/USDT,14.49168,14.49168,0.016,2025-11-17 13:55:00+00:00,2025-11-26 17:35:00+00:00,905.73,885.99,0.001,0.001,13180,-0.023749030936603393,-0.34450752,exit_signal,9.06,-0.99,9.06,-0.99,790.79,941.06,False,,1.0,False,1763387700000,1764178500000,"[{'amount': 0.016, 'safe_price': 905.73, 'ft_order_side': 'buy', 'order_filled_timestamp': 1763387700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 14.50617168}, {'amount': 0.016, 'safe_price': 885.99, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764178500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 14.19001584}]",0.0,2,baseline_train
ETH/USDT,15.1684,15.1684,0.0052,2025-12-01 00:15:00+00:00,2025-12-02 14:10:00+00:00,2917.0,2860.23,0.001,0.001,2275,-0.02142089339156927,-0.3252456,exit_signal,29.18,-0.99,29.18,-0.99,2716.04,2924.78,False,,1.0,False,1764548100000,1764684600000,"[{'amount': 0.0052, 'safe_price': 2917.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764548100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.183568399999999}, {'amount': 0.0052, 'safe_price': 2860.23, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764684600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 14.888069195999998}]",0.0,1,baseline_train
TRX/USDT,15.20152,15.20152,54.8,2025-12-01 00:55:00+00:00,2025-12-02 14:10:00+00:00,0.2774,0.2796,0.001,0.001,2235,0.005916938144767994,0.0900364,exit_signal,0.0028,-0.99,0.0028,-0.99,0.2754,0.28,False,,1.0,False,1764550500000,1764684600000,"[{'amount': 54.8, 'safe_price': 0.2774, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764550500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.216721519999997}, {'amount': 54.8, 'safe_price': 0.2796, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764684600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.337402079999999}]",0.0,1,baseline_train
BTC/USDT,15.1164,15.1164,0.00017,2025-12-01 00:15:00+00:00,2025-12-02 14:25:00+00:00,88920.0,88565.41,0.001,0.001,2290,-0.005977776292136854,-0.09045282,exit_signal,889.21,-0.99,889.21,-0.99,83822.76,89097.61,False,,1.0,False,1764548100000,1764685500000,"[{'amount': 0.00017, 'safe_price': 88920.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764548100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.131516399999999}, {'amount': 0.00017, 'safe_price': 88565.41, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764685500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.0711758197}]",0.0,1,baseline_train
BNB/USDT,14.64074,14.64074,0.017,2025-12-01 00:10:00+00:00,2025-12-02 14:35:00+00:00,861.22,853.13,0.001,0.001,2305,-0.01137288433217464,-0.16667395,exit_signal,8.62,-0.99,8.62,-0.99,801.7,862.5,False,,1.0,False,1764547800000,1764686100000,"[{'amount': 0.017, 'safe_price': 861.22, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764547800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 14.65538074}, {'amount': 0.017, 'safe_price': 853.13, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764686100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 14.51771321}]",0.0,1,baseline_train
LINK/USDT,15.204,15.204,1.2,2025-12-01 00:10:00+00:00,2025-12-02 14:40:00+00:00,12.67,12.53,0.001,0.001,2310,-0.013025648384764407,-0.19824,exit_signal,0.13,-0.99,0.13,-0.99,11.74,12.71,False,,1.0,False,1764547800000,1764686400000,"[{'amount': 1.2, 'safe_price': 12.67, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764547800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.219203999999998}, {'amount': 1.2, 'safe_price': 12.53, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764686400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.051035999999996}]",0.0,1,baseline_train
ADA/USDT,15.19416,15.19416,37.6,2025-12-01 00:10:00+00:00,2025-12-02 14:45:00+00:00,0.4041,0.4036,0.001,0.001,2315,-0.0032328473308428766,-0.04916952,exit_signal,0.0041,-0.99,0.0041,-0.99,0.3707,0.4068,False,,1.0,False,1764547800000,1764686700000,"[{'amount': 37.6, 'safe_price': 0.4041, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764547800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.20935416}, {'amount': 37.6, 'safe_price': 0.4036, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764686700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.19053536}]",0.0,1,baseline_train
XRP/USDT,15.08904,15.08904,7.2,2025-12-01 00:30:00+00:00,2025-12-02 14:45:00+00:00,2.0957,2.0779,0.001,0.001,2295,-0.01047461390067679,-0.15820992,exit_signal,0.021,-0.99,0.021,-0.99,1.9835,2.1028,False,,1.0,False,1764549000000,1764686700000,"[{'amount': 7.2, 'safe_price': 2.0957, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764549000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.104129039999997}, {'amount': 7.2, 'safe_price': 2.0779, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764686700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 14.97584088}]",0.0,1,baseline_train
DOGE/USDT,15.19128,15.19128,108.0,2025-12-01 00:35:00+00:00,2025-12-02 14:45:00+00:00,0.14066,0.14025,0.001,0.001,2290,-0.004907008248398835,-0.07461828,exit_signal,0.00141,-0.99,0.00141,-0.99,0.13177,0.1413,False,,1.0,False,1764549300000,1764686700000,"[{'amount': 108.0, 'safe_price': 0.14066, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764549300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.206471279999999}, {'amount': 108.0, 'safe_price': 0.14025, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764686700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.162147000000001}]",0.0,1,baseline_train
SOL/USDT,15.1225,15.1225,0.115,2025-12-01 00:10:00+00:00,2025-12-02 14:50:00+00:00,131.5,133.31,0.001,0.001,2320,0.011738755541036908,0.17769685,exit_signal,1.32,-0.99,1.32,-0.99,123.11,133.45,False,,1.0,False,1764547800000,1764687000000,"[{'amount': 0.115, 'safe_price': 131.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1764547800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.137622499999999}, {'amount': 0.115, 'safe_price': 133.31, 'ft_order_side': 'sell', 'order_filled_timestamp': 1764687000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.345980649999998}]",0.0,1,baseline_train
ETH/USDT,14.994,14.994,0.0051,2025-12-07 14:30:00+00:00,2025-12-09 15:55:00+00:00,2940.0,3249.54,0.001,0.001,2965,0.10307735148671524,1.54708735,exit_signal,29.41,-0.99,29.41,-0.99,2927.52,3256.88,False,,1.0,False,1765117800000,1765295700000,"[{'amount': 0.0051, 'safe_price': 2940.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1765117800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.008994}, {'amount': 0.0051, 'safe_price': 3249.54, 'ft_order_side': 'sell', 'order_filled_timestamp': 1765295700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 16.589226653999997}]",0.0,1,baseline_train
TRX/USDT,15.11895,15.11895,53.9,2025-12-09 00:20:00+00:00,2025-12-15 02:10:00+00:00,0.2805,0.2801,0.001,0.001,8750,-0.003421177752728555,-0.05177634,exit_signal,0.0029,-0.99,0.0029,-0.99,0.2706,0.2835,False,,1.0,False,1765239600000,1765764600000,"[{'amount': 53.9, 'safe_price': 0.2805, 'ft_order_side': 'buy', 'order_filled_timestamp': 1765239600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.13406895}, {'amount': 53.9, 'safe_price': 0.2801, 'ft_order_side': 'sell', 'order_filled_timestamp': 1765764600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.112487389999998}]",0.0,0,baseline_train
BTC/USDT,14.7519404,14.7519404,0.00017,2025-12-26 15:15:00+00:00,2025-12-27 22:15:00+00:00,86776.12,87864.31,0.001,0.001,1860,0.010517144017086843,0.15530343,exit_signal,867.77,-0.99,867.77,-0.99,86655.08,87955.0,False,,1.0,False,1766762100000,1766873700000,"[{'amount': 0.00017, 'safe_price': 86776.12, 'ft_order_side': 'buy', 'order_filled_timestamp': 1766762100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 14.766692340399999}, {'amount': 0.00017, 'safe_price': 87864.31, 'ft_order_side': 'sell', 'order_filled_timestamp': 1766873700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 14.951869632699998}]",0.0,5,baseline_train
ETH/USDT,15.100956,15.100956,0.0052,2025-12-26 15:15:00+00:00,2025-12-29 04:20:00+00:00,2904.03,3050.88,0.001,0.001,3665,0.04846862327474813,0.73265447,exit_signal,29.05,-0.99,29.05,-0.99,2899.42,3057.78,False,,1.0,False,1766762100000,1766982000000,"[{'amount': 0.0052, 'safe_price': 2904.03, 'ft_order_side': 'buy', 'order_filled_timestamp': 1766762100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.116056955999998}, {'amount': 0.0052, 'safe_price': 3050.88, 'ft_order_side': 'sell', 'order_filled_timestamp': 1766982000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 15.880440575999998}]",0.0,0,baseline_train
DOGE/USDT,15.2475,15.2475,125.0,2025-12-26 15:10:00+00:00,2026-01-01 00:00:00+00:00,0.12198,0.11747,0.001,0.001,7730,-0.0388974036293269,-0.59368125,force_exit,0.00122,-0.99,0.00122,-0.99,0.11612,0.12805,False,,1.0,False,1766761800000,1767225600000,"[{'amount': 125.0, 'safe_price': 0.12198, 'ft_order_side': 'buy', 'order_filled_timestamp': 1766761800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 15.2627475}, {'amount': 125.0, 'safe_price': 0.11747, 'ft_order_side': 'sell', 'order_filled_timestamp': 1767225600000, 'ft_is_entry': False, 'ft_order_tag': 'force_exit', 'cost': 14.698433749999998}]",0.0,3,baseline_train
XRP/USDT,9.90165,9.90165,5.1,2026-01-19 00:05:00+00:00,2026-01-19 16:55:00+00:00,1.9415,2.0291,0.001,0.001,1010,0.043031601414295205,0.42650994,exit_signal,0.0195,-0.99,0.0195,-0.99,1.92,2.0299,False,,1.0,False,1768781100000,1768841700000,"[{'amount': 5.1, 'safe_price': 1.9415, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.91155165}, {'amount': 5.1, 'safe_price': 2.0291, 'ft_order_side': 'sell', 'order_filled_timestamp': 1768841700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 10.358758409999998}]",0.0,0,baseline_test
BNB/USDT,9.2025,9.2025,0.01,2026-01-19 00:05:00+00:00,2026-01-21 15:20:00+00:00,920.25,892.16,0.001,0.001,3795,-0.0324613284026487,-0.2990241,exit_signal,9.21,-0.99,9.21,-0.99,864.54,933.13,False,,1.0,False,1768781100000,1769008800000,"[{'amount': 0.01, 'safe_price': 920.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.2117025}, {'amount': 0.01, 'safe_price': 892.16, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769008800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.930521599999999}]",0.0,2,baseline_test
DOGE/USDT,9.92004,9.92004,78.0,2026-01-19 00:05:00+00:00,2026-01-27 16:20:00+00:00,0.12718,0.12525,0.001,0.001,12495,-0.017143023669207034,-0.17022954,exit_signal,0.00128,-0.99,0.00128,-0.99,0.11764,0.13066,False,,1.0,False,1768781100000,1769530800000,"[{'amount': 78.0, 'safe_price': 0.12718, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.929960039999997}, {'amount': 78.0, 'safe_price': 0.12525, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769530800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.7792695}]",0.0,1,baseline_test
AVAX/USDT,9.9484,9.9484,0.76,2026-01-18 23:50:00+00:00,2026-02-06 16:55:00+00:00,13.09,9.31,0.001,0.001,26945,-0.29019109233012974,-2.889824,exit_signal,0.14,-0.99,0.14,-0.99,7.55,13.12,False,,1.0,False,1768780200000,1770396900000,"[{'amount': 0.76, 'safe_price': 13.09, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768780200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.958348399999998}, {'amount': 0.76, 'safe_price': 9.31, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770396900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.0826756}]",0.0,4,baseline_test
ADA/USDT,9.97634,9.97634,27.4,2026-01-19 00:05:00+00:00,2026-02-11 14:15:00+00:00,0.3641,0.263,0.001,0.001,33970,-0.27911418435999596,-2.78732254,exit_signal,0.0037,-0.99,0.0037,-0.99,0.2205,0.3739,False,,1.0,False,1768781100000,1770819300000,"[{'amount': 27.4, 'safe_price': 0.3641, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.986316339999998}, {'amount': 27.4, 'safe_price': 0.263, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770819300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.213406199999999}]",0.0,2,baseline_test
ETH/USDT,9.977908,9.977908,0.0031,2026-01-19 00:15:00+00:00,2026-02-13 15:35:00+00:00,3218.68,2044.81,0.001,0.001,36920,-0.3659747271514387,-3.65531382,exit_signal,32.19,-0.99,32.19,-0.99,1747.8,3236.26,False,,1.0,False,1768781700000,1770996900000,"[{'amount': 0.0031, 'safe_price': 3218.68, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.987885907999999}, {'amount': 0.0031, 'safe_price': 2044.81, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770996900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 6.345249910999999}]",0.0,4,baseline_test
BNB/USDT,9.58672,9.58672,0.011,2026-01-29 15:10:00+00:00,2026-02-14 08:40:00+00:00,871.52,626.64,0.001,0.001,22650,-0.2824169588443501,-2.71015976,exit_signal,8.72,-0.99,8.72,-0.99,570.06,873.39,False,,1.0,False,1769699400000,1771058400000,"[{'amount': 0.011, 'safe_price': 871.52, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769699400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.59630672}, {'amount': 0.011, 'safe_price': 626.64, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771058400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 6.899933039999999}]",0.0,5,baseline_test
DOGE/USDT,9.9416,9.9416,85.0,2026-01-29 15:10:00+00:00,2026-02-14 11:25:00+00:00,0.11696,0.10006,0.001,0.001,22815,-0.14620314705814022,-1.4549467,exit_signal,0.00117,-0.99,0.00117,-0.99,0.08001,0.11881,False,,1.0,False,1769699400000,1771068300000,"[{'amount': 85.0, 'safe_price': 0.11696, 'ft_order_side': 'buy', 'order_filled_timestamp': 1769699400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.951541599999999}, {'amount': 85.0, 'safe_price': 0.10006, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771068300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.5136051}]",0.0,5,baseline_test
BNB/USDT,8.3041,8.3041,0.014,2026-02-23 01:10:00+00:00,2026-02-23 09:35:00+00:00,593.15,607.58,0.001,0.001,505,0.02228113284338522,0.18520978,exit_signal,5.94,-0.99,5.94,-0.99,583.13,609.0,False,,1.0,False,1771809000000,1771839300000,"[{'amount': 0.014, 'safe_price': 593.15, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.312404099999998}, {'amount': 0.014, 'safe_price': 607.58, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771839300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.51462612}]",0.0,0,baseline_test
ETH/USDT,8.620906,8.620906,0.0046,2026-02-23 01:10:00+00:00,2026-02-23 10:05:00+00:00,1874.11,1922.42,0.001,0.001,535,0.023728063221824084,0.20476196,exit_signal,18.75,-0.99,18.75,-0.99,1847.46,1928.19,False,,1.0,False,1771809000000,1771841100000,"[{'amount': 0.0046, 'safe_price': 1874.11, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.629526905999999}, {'amount': 0.0046, 'safe_price': 1922.42, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771841100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.851975132}]",0.0,0,baseline_test
BTC/USDT,9.29777,9.29777,0.0001,2026-01-19 00:05:00+00:00,2026-02-25 01:15:00+00:00,92977.7,65606.34,0.001,0.001,53350,-0.29579610550101326,-2.7529944,exit_signal,929.78,-0.99,929.78,-0.99,60000.0,93420.0,False,,1.0,False,1768781100000,1771982100000,"[{'amount': 0.0001, 'safe_price': 92977.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.307067769999998}, {'amount': 0.0001, 'safe_price': 65606.34, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771982100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 6.567194634}]",0.0,2,baseline_test
LINK/USDT,9.9792,9.9792,0.77,2026-01-19 00:05:00+00:00,2026-02-25 01:15:00+00:00,12.96,8.47,0.001,0.001,53350,-0.34775641025641024,-3.4738011,exit_signal,0.13,-0.99,0.13,-0.99,7.15,13.01,False,,1.0,False,1768781100000,1771982100000,"[{'amount': 0.77, 'safe_price': 12.96, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.989179199999999}, {'amount': 0.77, 'safe_price': 8.47, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771982100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 6.5284219}]",0.0,2,baseline_test
AVAX/USDT,8.6088,8.6088,1.02,2026-02-23 01:20:00+00:00,2026-02-25 01:15:00+00:00,8.44,8.55,0.001,0.001,2875,0.01100913304704774,0.0948702,exit_signal,0.09,-0.99,0.09,-0.99,8.18,8.78,False,,1.0,False,1771809600000,1771982100000,"[{'amount': 1.02, 'safe_price': 8.44, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771809600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.6174088}, {'amount': 1.02, 'safe_price': 8.55, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771982100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.729721}]",0.0,2,baseline_test
SOL/USDT,9.96336,9.96336,0.074,2026-01-19 00:05:00+00:00,2026-02-25 01:20:00+00:00,134.64,81.93,0.001,0.001,53355,-0.392704220912777,-3.91656618,exit_signal,1.35,-0.99,1.35,-0.99,67.5,135.18,False,,1.0,False,1768781100000,1771982400000,"[{'amount': 0.074, 'safe_price': 134.64, 'ft_order_side': 'buy', 'order_filled_timestamp': 1768781100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.973323359999997}, {'amount': 0.074, 'safe_price': 81.93, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771982400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 6.06888282}]",0.0,2,baseline_test
TRX/USDT,8.64472,8.64472,30.1,2026-02-23 01:55:00+00:00,2026-02-25 01:20:00+00:00,0.2872,0.2849,0.001,0.001,2845,-0.009990357831583457,-0.08645021,exit_signal,0.0029,-0.99,0.0029,-0.99,0.2801,0.2888,False,,1.0,False,1771811700000,1771982400000,"[{'amount': 30.1, 'safe_price': 0.2872, 'ft_order_side': 'buy', 'order_filled_timestamp': 1771811700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.65336472}, {'amount': 30.1, 'safe_price': 0.2849, 'ft_order_side': 'sell', 'order_filled_timestamp': 1771982400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.584065489999999}]",0.0,2,baseline_test
